"","PriorSalesKey","PriorSales"
"13177","912July2014",148777
"13178","913July2014",233298
"13179","914July2014",248726
"13180","915July2014",NA
"13181","916July2014",141190
"13182","917July2014",178266
"13183","918July2014",137242
"13184","919July2014",NA
"13185","920July2014",NA
"13186","921July2014",241331
"13187","922July2014",191476
"13188","923July2014",142857
"13189","924July2014",124458
"13190","925July2014",169941
"13191","926July2014",187857
"13192","927July2014",168197
"13193","928July2014",213841
"13194","929July2014",151385
"13195","930July2014",188383
"13196","931July2014",141014
"13197","932July2014",NA
"13198","933July2014",189016
"13199","934July2014",176530
"13200","935July2014",148405
"13201","936July2014",176973
"13202","937July2014",201720
"13203","938July2014",254649
"13204","939July2014",156713
"13205","940July2014",194839
"13206","941July2014",NA
"13207","942July2014",160708
"13208","943July2014",198334
"13209","944July2014",194384
"13210","945July2014",115426
"13211","946July2014",110863
"13212","947July2014",209082
"13213","948July2014",230769
"13214","949July2014",147577
"13215","950July2014",152065
"13216","951July2014",204902
"13217","952July2014",NA
"13218","953July2014",140429
"13219","954July2014",187083
"13220","955July2014",133556
"13221","956July2014",103326
"13222","957July2014",200441
"13223","958July2014",106299
"13224","959July2014",186794
"13225","960July2014",183147
"13226","961July2014",165211
"13227","962July2014",176001
"13228","963July2014",287713
"13229","964July2014",257771
"13230","965July2014",227144
"13231","966July2014",125935
"13232","967July2014",221895
"13233","968July2014",194775
"13234","969July2014",99093
"13235","970July2014",85913
"13236","971July2014",207542
"13237","972July2014",0
"13238","973July2014",187572
"13239","974July2014",NA
"13240","975July2014",195978
"13241","976July2014",193943
"13242","977July2014",NA
"13243","978July2014",191881
"13244","979July2014",162480
"13245","980July2014",186346
"13246","981July2014",189804
"13247","982July2014",224966
"13248","983July2014",243391
"13249","984July2014",159113
"13250","985July2014",214592
"13251","986July2014",159039
"13252","987July2014",176299
"13253","988July2014",131029
"13254","989July2014",NA
"13255","990July2014",168544
"13256","991July2014",147388
"13257","992July2014",145768
"13258","993July2014",191787
"13259","994July2014",104986
"13260","995July2014",251478
"13261","996July2014",162995
"13262","997July2014",125147
"13263","998July2014",114528
"13264","999July2014",233965
"13265","1000July2014",NA
"13266","1001July2014",133759
"13267","1002July2014",164810
"13268","1003July2014",182615
"13269","1004July2014",NA
"13270","1005July2014",161553
"13271","1006July2014",173048
"13272","1007July2014",184384
"13273","1008July2014",142116
"13274","1009July2014",NA
"13275","1010July2014",236281
"13276","1011July2014",230826
"13277","1012July2014",NA
"13278","1013July2014",107498
"13279","1014July2014",333957
"13280","1015July2014",160992
"13281","1016July2014",134450
"13282","1017July2014",179077
"13283","1018July2014",305319
"13284","1019July2014",NA
"13285","1020July2014",236058
"13286","1021July2014",146037
"13287","1022July2014",192614
"13288","1023July2014",149832
"13289","1024July2014",159907
"13290","1025July2014",199765
"13291","1026July2014",238928
"13292","1027July2014",NA
"13293","1028July2014",125870
"13294","1029July2014",139649
"13295","1030July2014",95438
"13296","1031July2014",131489
"13297","1032July2014",232754
"13298","1033July2014",358395
"13299","1034July2014",173256
"13300","1035July2014",134259
"13301","1036July2014",128352
"13302","1037July2014",174720
"13303","1038July2014",NA
"13304","1039July2014",311373
"13305","1040July2014",231459
"13306","1041July2014",NA
"13307","1042July2014",107617
"13308","1043July2014",219394
"13309","1044July2014",167829
"13310","1045July2014",274687
"13311","1046July2014",235897
"13312","1047July2014",132388
"13313","1048July2014",176922
"13314","1049July2014",NA
"13315","1050July2014",203705
"13316","1051July2014",206600
"13317","1052July2014",193003
"13318","1053July2014",242532
"13319","1054July2014",165555
"13320","1055July2014",207637
"13321","1056July2014",NA
"13322","1057July2014",168938
"13323","1058July2014",184115
"13324","1059July2014",213675
"13325","1060July2014",194329
"13326","1061July2014",202624
"13327","1062July2014",170663
"13328","1063July2014",108252
"13329","1064July2014",245832
"13330","1065July2014",NA
"13331","1066July2014",295479
"13332","1067July2014",NA
"13333","1068July2014",123788
"13334","1069July2014",154848
"13335","1070July2014",179633
"13336","1071July2014",163290
"13337","1072July2014",181821
"13338","1073July2014",189740
"13339","1074July2014",135457
"13340","1075July2014",292233
"13341","1076July2014",96445
"13342","1077July2014",116783
"13343","1078July2014",193875
"13344","1079July2014",235677
"13345","1080July2014",NA
"13346","1081July2014",190061
"13347","1082July2014",181600
"13348","1083July2014",146742
"13349","1084July2014",172582
"13350","1085July2014",203044
"13351","1086July2014",184814
"13352","1087July2014",161329
"13353","1088July2014",132059
"13354","1089July2014",268962
"13355","1090July2014",167294
"13356","1091July2014",224264
"13357","1092July2014",NA
"13358","1093July2014",219196
"13359","1094July2014",NA
"13360","1095July2014",122216
"13361","1096July2014",146890
"13362","1097July2014",302878
"13363","1098July2014",138064
"13364","1099July2014",255723
"13365","1100July2014",132294
"13366","1101July2014",268745
"13367","1102July2014",NA
"13368","1103July2014",137452
"13369","1104July2014",NA
"13370","1105July2014",128098
"13371","1106July2014",130202
"13372","1107July2014",NA
"13373","1108July2014",155306
"13374","1109July2014",NA
"13375","1110July2014",112632
"13376","1111July2014",123314
"13377","1112July2014",242791
"13378","1113July2014",173624
"13379","1114July2014",554540
"13380","1115July2014",171653
"13381","1June2013",113411
"13382","2June2013",115871
"13383","3June2013",170462
"13384","4June2013",235227
"13385","5June2013",105280
"13386","6June2013",155385
"13387","7June2013",211771
"13388","8June2013",122294
"13389","9June2013",134549
"13390","10June2013",136334
"13391","11June2013",189908
"13392","12June2013",179118
"13393","13June2013",113364
"13394","14June2013",132249
"13395","15June2013",156117
"13396","16June2013",175008
"13397","17June2013",142347
"13398","18June2013",143974
"13399","19June2013",145141
"13400","20June2013",178265
"13401","21June2013",122195
"13402","22June2013",104043
"13403","23June2013",124591
"13404","24June2013",216366
"13405","25June2013",265370
"13406","26June2013",148291
"13407","27June2013",212528
"13408","28June2013",128870
"13409","29June2013",146216
"13410","30June2013",143377
"13411","31June2013",137079
"13412","32June2013",95192
"13413","33June2013",196954
"13414","34June2013",203344
"13415","35June2013",213784
"13416","36June2013",230208
"13417","37June2013",175716
"13418","38June2013",141027
"13419","39June2013",100153
"13420","40June2013",116468
"13421","41June2013",107740
"13422","42June2013",229228
"13423","43June2013",165596
"13424","44June2013",123907
"13425","45June2013",132539
"13426","46June2013",123509
"13427","47June2013",156674
"13428","48June2013",104125
"13429","49June2013",163794
"13430","50June2013",100236
"13431","51June2013",159047
"13432","52June2013",186722
"13433","53June2013",122013
"13434","54June2013",183933
"13435","55June2013",82483
"13436","56June2013",161641
"13437","57June2013",260494
"13438","58June2013",138323
"13439","59June2013",126913
"13440","60June2013",161828
"13441","61June2013",98701
"13442","62June2013",149218
"13443","63June2013",158120
"13444","64June2013",225506
"13445","65June2013",118643
"13446","66June2013",148575
"13447","67June2013",177122
"13448","68June2013",171436
"13449","69June2013",234233
"13450","70June2013",162329
"13451","71June2013",211512
"13452","72June2013",101964
"13453","73June2013",102188
"13454","74June2013",145610
"13455","75June2013",140784
"13456","76June2013",206622
"13457","77June2013",169587
"13458","78June2013",73830
"13459","79June2013",128088
"13460","80June2013",181442
"13461","81June2013",164346
"13462","82June2013",203811
"13463","83June2013",89439
"13464","84June2013",302290
"13465","85June2013",226413
"13466","86June2013",104608
"13467","87June2013",140865
"13468","88June2013",140344
"13469","89June2013",140970
"13470","90June2013",194685
"13471","91June2013",117598
"13472","92June2013",127425
"13473","93June2013",143223
"13474","94June2013",158052
"13475","95June2013",192132
"13476","96June2013",109033
"13477","97June2013",147774
"13478","98June2013",112624
"13479","99June2013",105290
"13480","100June2013",182151
"13481","101June2013",168141
"13482","102June2013",155312
"13483","103June2013",0
"13484","104June2013",246096
"13485","105June2013",99765
"13486","106June2013",216905
"13487","107June2013",174944
"13488","108June2013",247462
"13489","109June2013",147217
"13490","110June2013",110333
"13491","111June2013",157714
"13492","112June2013",150811
"13493","113June2013",181566
"13494","114June2013",118218
"13495","115June2013",167225
"13496","116June2013",174738
"13497","117June2013",93116
"13498","118June2013",171234
"13499","119June2013",140061
"13500","120June2013",173533
"13501","121June2013",102331
"13502","122June2013",186212
"13503","123June2013",189542
"13504","124June2013",102476
"13505","125June2013",299918
"13506","126June2013",151481
"13507","127June2013",122871
"13508","128June2013",147798
"13509","129June2013",210381
"13510","130June2013",122661
"13511","131June2013",138334
"13512","132June2013",138379
"13513","133June2013",177848
"13514","134June2013",117208
"13515","135June2013",140772
"13516","136June2013",102360
"13517","137June2013",194820
"13518","138June2013",156935
"13519","139June2013",152124
"13520","140June2013",173918
"13521","141June2013",125920
"13522","142June2013",107086
"13523","143June2013",145083
"13524","144June2013",183334
"13525","145June2013",207543
"13526","146June2013",172464
"13527","147June2013",190173
"13528","148June2013",207976
"13529","149June2013",130909
"13530","150June2013",188008
"13531","151June2013",152286
"13532","152June2013",127265
"13533","153June2013",166802
"13534","154June2013",191511
"13535","155June2013",164309
"13536","156June2013",159193
"13537","157June2013",225836
"13538","158June2013",185526
"13539","159June2013",185541
"13540","160June2013",131449
"13541","161June2013",168243
"13542","162June2013",180997
"13543","163June2013",174268
"13544","164June2013",141058
"13545","165June2013",101071
"13546","166June2013",137619
"13547","167June2013",196268
"13548","168June2013",167441
"13549","169June2013",188744
"13550","170June2013",129119
"13551","171June2013",188263
"13552","172June2013",158302
"13553","173June2013",212026
"13554","174June2013",142023
"13555","175June2013",141754
"13556","176June2013",124496
"13557","177June2013",93880
"13558","178June2013",221499
"13559","179June2013",158980
"13560","180June2013",175429
"13561","181June2013",148044
"13562","182June2013",111907
"13563","183June2013",108786
"13564","184June2013",160304
"13565","185June2013",165532
"13566","186June2013",86726
"13567","187June2013",147459
"13568","188June2013",105507
"13569","189June2013",212427
"13570","190June2013",165343
"13571","191June2013",185591
"13572","192June2013",170197
"13573","193June2013",125555
"13574","194June2013",109139
"13575","195June2013",246115
"13576","196June2013",119816
"13577","197June2013",166216
"13578","198June2013",63767
"13579","199June2013",175081
"13580","200June2013",184723
"13581","201June2013",116837
"13582","202June2013",141089
"13583","203June2013",138344
"13584","204June2013",129642
"13585","205June2013",163620
"13586","206June2013",159580
"13587","207June2013",264285
"13588","208June2013",70699
"13589","209June2013",153837
"13590","210June2013",72744
"13591","211June2013",308894
"13592","212June2013",113302
"13593","213June2013",171093
"13594","214June2013",223614
"13595","215June2013",141173
"13596","216June2013",163790
"13597","217June2013",112975
"13598","218June2013",120023
"13599","219June2013",70137
"13600","220June2013",109463
"13601","221June2013",131995
"13602","222June2013",120338
"13603","223June2013",167557
"13604","224June2013",137922
"13605","225June2013",114954
"13606","226June2013",199290
"13607","227June2013",128690
"13608","228June2013",183402
"13609","229June2013",197354
"13610","230June2013",171977
"13611","231June2013",106026
"13612","232June2013",75277
"13613","233June2013",225083
"13614","234June2013",257768
"13615","235June2013",147467
"13616","236June2013",162106
"13617","237June2013",111892
"13618","238June2013",180798
"13619","239June2013",108377
"13620","240June2013",117966
"13621","241June2013",145496
"13622","242June2013",99616
"13623","243June2013",164229
"13624","244June2013",121650
"13625","245June2013",209646
"13626","246June2013",173794
"13627","247June2013",191609
"13628","248June2013",198492
"13629","249June2013",120889
"13630","250June2013",179755
"13631","251June2013",453835
"13632","252June2013",260596
"13633","253June2013",132760
"13634","254June2013",67813
"13635","255June2013",141871
"13636","256June2013",244627
"13637","257June2013",144574
"13638","258June2013",130791
"13639","259June2013",315276
"13640","260June2013",167297
"13641","261June2013",282446
"13642","262June2013",630094
"13643","263June2013",75059
"13644","264June2013",188231
"13645","265June2013",110467
"13646","266June2013",119013
"13647","267June2013",219943
"13648","268June2013",117165
"13649","269June2013",216275
"13650","270June2013",224724
"13651","271June2013",167215
"13652","272June2013",147626
"13653","273June2013",153185
"13654","274June2013",111779
"13655","275June2013",182481
"13656","276June2013",92333
"13657","277June2013",154564
"13658","278June2013",157906
"13659","279June2013",184885
"13660","280June2013",151806
"13661","281June2013",135647
"13662","282June2013",108236
"13663","283June2013",164615
"13664","284June2013",127288
"13665","285June2013",118739
"13666","286June2013",116851
"13667","287June2013",195140
"13668","288June2013",127476
"13669","289June2013",155499
"13670","290June2013",161631
"13671","291June2013",185326
"13672","292June2013",134679
"13673","293June2013",143619
"13674","294June2013",123811
"13675","295June2013",119401
"13676","296June2013",165890
"13677","297June2013",160331
"13678","298June2013",198917
"13679","299June2013",183489
"13680","300June2013",155345
"13681","301June2013",129224
"13682","302June2013",80402
"13683","303June2013",145995
"13684","304June2013",169108
"13685","305June2013",97908
"13686","306June2013",104871
"13687","307June2013",62269
"13688","308June2013",240621
"13689","309June2013",159134
"13690","310June2013",222975
"13691","311June2013",152880
"13692","312June2013",128639
"13693","313June2013",163274
"13694","314June2013",117835
"13695","315June2013",99129
"13696","316June2013",230069
"13697","317June2013",132627
"13698","318June2013",169460
"13699","319June2013",181302
"13700","320June2013",351095
"13701","321June2013",135001
"13702","322June2013",113234
"13703","323June2013",164759
"13704","324June2013",138964
"13705","325June2013",148843
"13706","326June2013",107069
"13707","327June2013",163550
"13708","328June2013",102838
"13709","329June2013",154232
"13710","330June2013",98069
"13711","331June2013",155725
"13712","332June2013",83294
"13713","333June2013",237063
"13714","334June2013",126344
"13715","335June2013",348635
"13716","336June2013",338614
"13717","337June2013",119599
"13718","338June2013",177565
"13719","339June2013",114096
"13720","340June2013",148211
"13721","341June2013",125171
"13722","342June2013",278059
"13723","343June2013",161752
"13724","344June2013",201920
"13725","345June2013",111280
"13726","346June2013",149135
"13727","347June2013",104895
"13728","348June2013",206008
"13729","349June2013",181198
"13730","350June2013",170706
"13731","351June2013",134827
"13732","352June2013",168940
"13733","353June2013",148900
"13734","354June2013",188813
"13735","355June2013",216542
"13736","356June2013",123645
"13737","357June2013",177111
"13738","358June2013",242042
"13739","359June2013",161332
"13740","360June2013",169204
"13741","361June2013",139918
"13742","362June2013",210509
"13743","363June2013",180369
"13744","364June2013",106740
"13745","365June2013",124149
"13746","366June2013",138205
"13747","367June2013",122887
"13748","368June2013",213671
"13749","369June2013",170783
"13750","370June2013",185345
"13751","371June2013",175995
"13752","372June2013",201672
"13753","373June2013",97989
"13754","374June2013",166747
"13755","375June2013",206499
"13756","376June2013",202287
"13757","377June2013",164756
"13758","378June2013",123633
"13759","379June2013",90357
"13760","380June2013",323965
"13761","381June2013",210015
"13762","382June2013",182614
"13763","383June2013",421613
"13764","384June2013",179631
"13765","385June2013",171905
"13766","386June2013",199859
"13767","387June2013",196257
"13768","388June2013",238856
"13769","389June2013",221079
"13770","390June2013",267651
"13771","391June2013",125982
"13772","392June2013",161983
"13773","393June2013",143355
"13774","394June2013",199359
"13775","395June2013",93544
"13776","396June2013",230910
"13777","397June2013",112787
"13778","398June2013",126416
"13779","399June2013",131391
"13780","400June2013",190116
"13781","401June2013",150066
"13782","402June2013",127740
"13783","403June2013",179960
"13784","404June2013",105151
"13785","405June2013",100284
"13786","406June2013",117982
"13787","407June2013",84391
"13788","408June2013",107298
"13789","409June2013",122959
"13790","410June2013",143081
"13791","411June2013",209789
"13792","412June2013",207119
"13793","413June2013",162832
"13794","414June2013",152766
"13795","415June2013",142740
"13796","416June2013",257250
"13797","417June2013",189905
"13798","418June2013",114805
"13799","419June2013",132471
"13800","420June2013",99188
"13801","421June2013",248013
"13802","422June2013",111933
"13803","423June2013",329649
"13804","424June2013",152360
"13805","425June2013",75060
"13806","426June2013",114124
"13807","427June2013",172566
"13808","428June2013",150995
"13809","429June2013",121344
"13810","430June2013",196682
"13811","431June2013",214400
"13812","432June2013",255577
"13813","433June2013",145527
"13814","434June2013",230445
"13815","435June2013",81982
"13816","436June2013",128814
"13817","437June2013",156456
"13818","438June2013",107716
"13819","439June2013",172630
"13820","440June2013",116101
"13821","441June2013",140125
"13822","442June2013",94929
"13823","443June2013",118057
"13824","444June2013",245821
"13825","445June2013",205138
"13826","446June2013",109033
"13827","447June2013",131769
"13828","448June2013",192508
"13829","449June2013",269798
"13830","450June2013",200607
"13831","451June2013",132112
"13832","452June2013",138872
"13833","453June2013",236246
"13834","454June2013",133223
"13835","455June2013",156235
"13836","456June2013",152154
"13837","457June2013",103026
"13838","458June2013",188366
"13839","459June2013",211385
"13840","460June2013",77053
"13841","461June2013",135857
"13842","462June2013",113996
"13843","463June2013",148510
"13844","464June2013",257796
"13845","465June2013",175484
"13846","466June2013",172351
"13847","467June2013",321403
"13848","468June2013",149527
"13849","469June2013",296956
"13850","470June2013",318146
"13851","471June2013",165360
"13852","472June2013",123900
"13853","473June2013",81940
"13854","474June2013",170989
"13855","475June2013",151838
"13856","476June2013",135142
"13857","477June2013",145903
"13858","478June2013",162052
"13859","479June2013",252019
"13860","480June2013",113709
"13861","481June2013",95501
"13862","482June2013",197183
"13863","483June2013",109117
"13864","484June2013",182697
"13865","485June2013",108607
"13866","486June2013",94407
"13867","487June2013",158710
"13868","488June2013",86139
"13869","489June2013",165035
"13870","490June2013",201499
"13871","491June2013",149320
"13872","492June2013",178940
"13873","493June2013",185260
"13874","494June2013",226978
"13875","495June2013",121268
"13876","496June2013",181601
"13877","497June2013",207962
"13878","498June2013",172474
"13879","499June2013",103191
"13880","500June2013",111992
"13881","501June2013",130911
"13882","502June2013",262005
"13883","503June2013",139391
"13884","504June2013",162771
"13885","505June2013",108156
"13886","506June2013",181459
"13887","507June2013",194108
"13888","508June2013",137158
"13889","509June2013",150693
"13890","510June2013",194373
"13891","511June2013",134756
"13892","512June2013",146537
"13893","513June2013",482613
"13894","514June2013",126404
"13895","515June2013",207766
"13896","516June2013",126040
"13897","517June2013",131451
"13898","518June2013",137076
"13899","519June2013",126989
"13900","520June2013",89623
"13901","521June2013",118181
"13902","522June2013",195060
"13903","523June2013",466842
"13904","524June2013",201847
"13905","525June2013",267509
"13906","526June2013",238463
"13907","527June2013",248816
"13908","528June2013",254348
"13909","529June2013",176346
"13910","530June2013",143783
"13911","531June2013",111430
"13912","532June2013",266235
"13913","533June2013",204083
"13914","534June2013",168189
"13915","535June2013",184797
"13916","536June2013",185026
"13917","537June2013",122980
"13918","538June2013",94776
"13919","539June2013",266520
"13920","540June2013",108510
"13921","541June2013",140314
"13922","542June2013",151617
"13923","543June2013",74989
"13924","544June2013",354578
"13925","545June2013",237966
"13926","546June2013",323697
"13927","547June2013",132754
"13928","548June2013",120819
"13929","549June2013",110046
"13930","550June2013",128204
"13931","551June2013",156945
"13932","552June2013",177899
"13933","553June2013",164045
"13934","554June2013",97416
"13935","555June2013",133359
"13936","556June2013",159492
"13937","557June2013",99574
"13938","558June2013",81718
"13939","559June2013",128582
"13940","560June2013",324911
"13941","561June2013",164962
"13942","562June2013",541954
"13943","563June2013",134117
"13944","564June2013",127064
"13945","565June2013",152627
"13946","566June2013",105971
"13947","567June2013",123648
"13948","568June2013",105222
"13949","569June2013",115617
"13950","570June2013",108573
"13951","571June2013",174477
"13952","572June2013",163252
"13953","573June2013",93539
"13954","574June2013",204619
"13955","575June2013",117220
"13956","576June2013",164576
"13957","577June2013",120482
"13958","578June2013",249114
"13959","579June2013",203986
"13960","580June2013",277230
"13961","581June2013",126080
"13962","582June2013",161554
"13963","583June2013",99282
"13964","584June2013",107091
"13965","585June2013",152244
"13966","586June2013",328474
"13967","587June2013",213773
"13968","588June2013",138733
"13969","589June2013",92298
"13970","590June2013",104869
"13971","591June2013",136298
"13972","592June2013",105770
"13973","593June2013",224820
"13974","594June2013",99345
"13975","595June2013",352845
"13976","596June2013",99247
"13977","597June2013",112928
"13978","598June2013",147162
"13979","599June2013",246643
"13980","600June2013",156721
"13981","601June2013",117438
"13982","602June2013",145354
"13983","603June2013",149147
"13984","604June2013",196477
"13985","605June2013",159878
"13986","606June2013",137260
"13987","607June2013",83260
"13988","608June2013",208387
"13989","609June2013",107511
"13990","610June2013",95992
"13991","611June2013",141660
"13992","612June2013",166316
"13993","613June2013",149746
"13994","614June2013",154977
"13995","615June2013",240460
"13996","616June2013",202250
"13997","617June2013",142215
"13998","618June2013",155299
"13999","619June2013",97046
"14000","620June2013",181060
"14001","621June2013",141322
"14002","622June2013",97385
"14003","623June2013",177109
"14004","624June2013",164647
"14005","625June2013",145954
"14006","626June2013",212328
"14007","627June2013",132724
"14008","628June2013",148789
"14009","629June2013",198372
"14010","630June2013",154304
"14011","631June2013",121905
"14012","632June2013",165852
"14013","633June2013",176353
"14014","634June2013",142460
"14015","635June2013",131062
"14016","636June2013",136211
"14017","637June2013",202904
"14018","638June2013",121578
"14019","639June2013",113495
"14020","640June2013",261792
"14021","641June2013",129947
"14022","642June2013",87277
"14023","643June2013",185217
"14024","644June2013",213886
"14025","645June2013",254582
"14026","646June2013",117385
"14027","647June2013",133592
"14028","648June2013",156646
"14029","649June2013",83766
"14030","650June2013",156681
"14031","651June2013",179291
"14032","652June2013",149038
"14033","653June2013",134352
"14034","654June2013",142726
"14035","655June2013",156014
"14036","656June2013",78572
"14037","657June2013",123218
"14038","658June2013",140282
"14039","659June2013",140825
"14040","660June2013",103974
"14041","661June2013",170065
"14042","662June2013",205464
"14043","663June2013",71711
"14044","664June2013",102884
"14045","665June2013",137525
"14046","666June2013",151630
"14047","667June2013",206102
"14048","668June2013",207824
"14049","669June2013",104280
"14050","670June2013",151791
"14051","671June2013",130418
"14052","672June2013",207505
"14053","673June2013",146606
"14054","674June2013",184601
"14055","675June2013",121280
"14056","676June2013",203880
"14057","677June2013",193616
"14058","678June2013",158354
"14059","679June2013",229200
"14060","680June2013",125229
"14061","681June2013",90599
"14062","682June2013",317714
"14063","683June2013",229504
"14064","684June2013",166465
"14065","685June2013",195651
"14066","686June2013",138457
"14067","687June2013",186206
"14068","688June2013",85221
"14069","689June2013",173960
"14070","690June2013",106778
"14071","691June2013",206834
"14072","692June2013",158062
"14073","693June2013",154119
"14074","694June2013",192629
"14075","695June2013",125029
"14076","696June2013",177668
"14077","697June2013",256051
"14078","698June2013",377311
"14079","699June2013",211871
"14080","700June2013",123650
"14081","701June2013",130714
"14082","702June2013",103336
"14083","703June2013",77056
"14084","704June2013",226783
"14085","705June2013",173681
"14086","706June2013",139506
"14087","707June2013",185773
"14088","708June2013",86621
"14089","709June2013",231529
"14090","710June2013",103051
"14091","711June2013",167640
"14092","712June2013",151142
"14093","713June2013",283974
"14094","714June2013",91096
"14095","715June2013",122882
"14096","716June2013",139079
"14097","717June2013",120169
"14098","718June2013",191808
"14099","719June2013",128927
"14100","720June2013",167241
"14101","721June2013",181720
"14102","722June2013",247529
"14103","723June2013",144994
"14104","724June2013",147790
"14105","725June2013",137130
"14106","726June2013",240109
"14107","727June2013",105500
"14108","728June2013",119289
"14109","729June2013",237050
"14110","730June2013",234392
"14111","731June2013",221910
"14112","732June2013",175825
"14113","733June2013",423969
"14114","734June2013",129913
"14115","735June2013",137058
"14116","736June2013",120140
"14117","737June2013",132395
"14118","738June2013",198471
"14119","739June2013",210106
"14120","740June2013",162901
"14121","741June2013",166039
"14122","742June2013",180873
"14123","743June2013",85659
"14124","744June2013",180170
"14125","745June2013",171162
"14126","746June2013",124838
"14127","747June2013",177844
"14128","748June2013",137252
"14129","749June2013",125242
"14130","750June2013",114679
"14131","751June2013",107673
"14132","752June2013",113987
"14133","753June2013",212104
"14134","754June2013",190455
"14135","755June2013",236602
"14136","756June2013",380408
"14137","757June2013",129470
"14138","758June2013",112708
"14139","759June2013",158395
"14140","760June2013",191650
"14141","761June2013",213759
"14142","762June2013",84465
"14143","763June2013",140729
"14144","764June2013",80549
"14145","765June2013",194156
"14146","766June2013",134054
"14147","767June2013",139850
"14148","768June2013",304916
"14149","769June2013",290994
"14150","770June2013",153978
"14151","771June2013",155092
"14152","772June2013",75674
"14153","773June2013",154302
"14154","774June2013",134305
"14155","775June2013",204252
"14156","776June2013",106948
"14157","777June2013",79908
"14158","778June2013",139527
"14159","779June2013",152957
"14160","780June2013",149072
"14161","781June2013",109835
"14162","782June2013",122684
"14163","783June2013",155023
"14164","784June2013",176228
"14165","785June2013",127547
"14166","786June2013",81950
"14167","787June2013",229693
"14168","788June2013",430466
"14169","789June2013",77290
"14170","790June2013",176528
"14171","791June2013",164632
"14172","792June2013",171790
"14173","793June2013",117759
"14174","794June2013",69161
"14175","795June2013",106115
"14176","796June2013",160067
"14177","797June2013",88610
"14178","798June2013",165652
"14179","799June2013",225936
"14180","800June2013",134976
"14181","801June2013",114614
"14182","802June2013",161700
"14183","803June2013",152677
"14184","804June2013",109962
"14185","805June2013",164453
"14186","806June2013",154243
"14187","807June2013",239876
"14188","808June2013",162029
"14189","809June2013",221563
"14190","810June2013",142063
"14191","811June2013",103214
"14192","812June2013",143776
"14193","813June2013",135579
"14194","814June2013",191403
"14195","815June2013",228088
"14196","816June2013",125776
"14197","817June2013",609556
"14198","818June2013",133451
"14199","819June2013",149493
"14200","820June2013",290100
"14201","821June2013",165469
"14202","822June2013",184492
"14203","823June2013",130260
"14204","824June2013",121233
"14205","825June2013",109493
"14206","826June2013",205548
"14207","827June2013",261724
"14208","828June2013",113378
"14209","829June2013",141633
"14210","830June2013",134396
"14211","831June2013",293194
"14212","832June2013",158149
"14213","833June2013",123238
"14214","834June2013",145280
"14215","835June2013",113801
"14216","836June2013",137072
"14217","837June2013",58442
"14218","838June2013",170052
"14219","839June2013",129596
"14220","840June2013",179242
"14221","841June2013",73010
"14222","842June2013",412402
"14223","843June2013",250787
"14224","844June2013",96194
"14225","845June2013",121042
"14226","846June2013",210821
"14227","847June2013",159454
"14228","848June2013",144472
"14229","849June2013",196423
"14230","850June2013",134714
"14231","851June2013",120814
"14232","852June2013",107258
"14233","853June2013",208317
"14234","854June2013",156317
"14235","855June2013",129979
"14236","856June2013",177824
"14237","857June2013",161548
"14238","858June2013",114673
"14239","859June2013",172835
"14240","860June2013",122479
"14241","861June2013",75884
"14242","862June2013",207643
"14243","863June2013",213097
"14244","864June2013",99493
"14245","865June2013",173164
"14246","866June2013",156678
"14247","867June2013",118765
"14248","868June2013",249371
"14249","869June2013",157167
"14250","870June2013",161310
"14251","871June2013",131468
"14252","872June2013",208338
"14253","873June2013",91023
"14254","874June2013",112115
"14255","875June2013",118879
"14256","876June2013",203033
"14257","877June2013",153202
"14258","878June2013",195753
"14259","879June2013",85725
"14260","880June2013",172020
"14261","881June2013",91711
"14262","882June2013",145713
"14263","883June2013",114613
"14264","884June2013",115303
"14265","885June2013",107059
"14266","886June2013",149996
"14267","887June2013",161739
"14268","888June2013",184993
"14269","889June2013",93207
"14270","890June2013",131347
"14271","891June2013",188375
"14272","892June2013",173743
"14273","893June2013",152313
"14274","894June2013",176532
"14275","895June2013",210537
"14276","896June2013",163829
"14277","897June2013",82254
"14278","898June2013",149402
"14279","899June2013",121556
"14280","900June2013",134575
"14281","901June2013",169000
"14282","902June2013",123087
"14283","903June2013",274030
"14284","904June2013",160818
"14285","905June2013",241012
"14286","906June2013",276592
"14287","907June2013",132882
"14288","908June2013",102779
"14289","909June2013",239836
"14290","910June2013",128516
"14291","911June2013",233838
"14292","912June2013",153661
"14293","913June2013",218943
"14294","914June2013",216256
"14295","915June2013",144883
"14296","916June2013",120215
"14297","917June2013",162276
"14298","918June2013",115800
"14299","919June2013",129146
"14300","920June2013",131591
"14301","921June2013",238259
"14302","922June2013",170584
"14303","923June2013",131935
"14304","924June2013",114417
"14305","925June2013",142339
"14306","926June2013",167422
"14307","927June2013",141067
"14308","928June2013",174272
"14309","929June2013",132487
"14310","930June2013",175981
"14311","931June2013",106341
"14312","932June2013",181541
"14313","933June2013",161723
"14314","934June2013",158671
"14315","935June2013",125808
"14316","936June2013",182281
"14317","937June2013",179137
"14318","938June2013",237143
"14319","939June2013",141262
"14320","940June2013",148485
"14321","941June2013",112512
"14322","942June2013",142032
"14323","943June2013",159023
"14324","944June2013",191676
"14325","945June2013",103883
"14326","946June2013",105330
"14327","947June2013",212696
"14328","948June2013",194439
"14329","949June2013",131315
"14330","950June2013",141816
"14331","951June2013",176193
